project,datapoint,n_commits,n_files,n_files_updated_i,shared_files
commons-lang,6112830f67b970799245479ce2a7fb17c3b0b070_0c0b7358fb1e53800d01384fc039d31ea87d6094,2,29,26,0
commons-lang,6112830f67b970799245479ce2a7fb17c3b0b070_a0bee4fe1ea67fdae666d7b46d0c23a2c7f42adf,3,36,7,0
commons-lang,6112830f67b970799245479ce2a7fb17c3b0b070_5b5787475affe3721400c56b4a614ce412e5e983,4,38,2,0
commons-lang,a0bee4fe1ea67fdae666d7b46d0c23a2c7f42adf_5b5787475affe3721400c56b4a614ce412e5e983,2,9,2,0
commons-lang,a0bee4fe1ea67fdae666d7b46d0c23a2c7f42adf_11773a90716808933f4a7be549e68d4282c3ea11,3,10,2,1
commons-lang,a0bee4fe1ea67fdae666d7b46d0c23a2c7f42adf_8b3327fed079b4292577dd20808a9e7329a32a62,4,15,5,1
commons-lang,11773a90716808933f4a7be549e68d4282c3ea11_8b3327fed079b4292577dd20808a9e7329a32a62,2,7,5,0
commons-lang,11773a90716808933f4a7be549e68d4282c3ea11_7a3a76616974d72afdd9eea2c9aecc34c202efa5,3,11,5,1
commons-lang,11773a90716808933f4a7be549e68d4282c3ea11_40b25cf1d022a20bc2dc531c1d1f32b236fd003c,4,117,109,4
commons-lang,7a3a76616974d72afdd9eea2c9aecc34c202efa5_40b25cf1d022a20bc2dc531c1d1f32b236fd003c,2,112,109,0
commons-lang,7a3a76616974d72afdd9eea2c9aecc34c202efa5_68cd316901f33a6f7c4d7e454d0a1fc676076d8b,3,113,3,2
commons-lang,7a3a76616974d72afdd9eea2c9aecc34c202efa5_f246eba984b21d0e7203d58660ad3461f89d3e37,4,113,1,3
commons-lang,68cd316901f33a6f7c4d7e454d0a1fc676076d8b_f246eba984b21d0e7203d58660ad3461f89d3e37,2,3,1,0
commons-lang,68cd316901f33a6f7c4d7e454d0a1fc676076d8b_4807a3c73192f28607fb28eecaf82496af7f4c65,3,4,1,0
commons-lang,68cd316901f33a6f7c4d7e454d0a1fc676076d8b_1bb9e1584e79ec84e01eda36849a706d87f3b871,4,42,39,1
commons-lang,4807a3c73192f28607fb28eecaf82496af7f4c65_1bb9e1584e79ec84e01eda36849a706d87f3b871,2,39,39,0
commons-lang,4807a3c73192f28607fb28eecaf82496af7f4c65_f6330ff0e6813a257234cf4cafc25a369bceacd7,3,41,2,0
commons-lang,4807a3c73192f28607fb28eecaf82496af7f4c65_66ee701dff68058411e57af3d2fe4eb883b57989,4,45,4,0
commons-lang,f6330ff0e6813a257234cf4cafc25a369bceacd7_66ee701dff68058411e57af3d2fe4eb883b57989,2,5,4,0
commons-lang,f6330ff0e6813a257234cf4cafc25a369bceacd7_dcbd57ca0515812acb545fbe9a79c3c1016532dd,3,14,9,0
commons-lang,de4f8aaa86e35465a7775d59162c7857616ca7cc_b715ffafac8d20a681554e31546e59be7aa8dfbb,2,19,15,2
commons-lang,de4f8aaa86e35465a7775d59162c7857616ca7cc_80e775811e1be690104427c60afced9c7b91b10f,3,25,6,2
commons-lang,de4f8aaa86e35465a7775d59162c7857616ca7cc_00f5b8e37da93a96b92dd7f2e3d7d0204661633c,4,27,2,2
commons-lang,80e775811e1be690104427c60afced9c7b91b10f_00f5b8e37da93a96b92dd7f2e3d7d0204661633c,2,4,2,0
commons-lang,80e775811e1be690104427c60afced9c7b91b10f_523b8bc8e2315c5642a6cc018ae6dbd75208e9d2,3,6,2,0
commons-lang,80e775811e1be690104427c60afced9c7b91b10f_f14adc7d9ae5dc6616ce2cc252a358aaa43a5ddd,4,8,2,0
commons-lang,523b8bc8e2315c5642a6cc018ae6dbd75208e9d2_f14adc7d9ae5dc6616ce2cc252a358aaa43a5ddd,2,3,2,0
commons-lang,523b8bc8e2315c5642a6cc018ae6dbd75208e9d2_d211de2b875c01e86b511802917e305dc9acb2f1,3,4,1,0
commons-lang,523b8bc8e2315c5642a6cc018ae6dbd75208e9d2_ac470f808aed8eda5176a5e4ef61b1be37321895,4,8,6,2
commons-lang,d211de2b875c01e86b511802917e305dc9acb2f1_ac470f808aed8eda5176a5e4ef61b1be37321895,2,6,6,0
commons-lang,d211de2b875c01e86b511802917e305dc9acb2f1_2305419d7b9b735d8a37f882ec7a8cd4c36609e0,3,13,7,0
commons-lang,d211de2b875c01e86b511802917e305dc9acb2f1_d6d6f72ff29eed7eebc07f73082d0c17d941b6f5,4,13,1,1
commons-lang,2305419d7b9b735d8a37f882ec7a8cd4c36609e0_d6d6f72ff29eed7eebc07f73082d0c17d941b6f5,2,6,1,1
commons-lang,2305419d7b9b735d8a37f882ec7a8cd4c36609e0_ca1f4d6f6746aa52ab00e445ee5fef89b74a172c,3,8,3,2
commons-lang,2305419d7b9b735d8a37f882ec7a8cd4c36609e0_4932b96ece0fc96d4b71b25909d5dce9a492d26e,4,11,3,2
commons-lang,ca1f4d6f6746aa52ab00e445ee5fef89b74a172c_4932b96ece0fc96d4b71b25909d5dce9a492d26e,2,3,3,0
commons-lang,ca1f4d6f6746aa52ab00e445ee5fef89b74a172c_d7007403f3f1e107cd8dcbb622104c19a8eb5cad,3,4,1,0
commons-lang,ca1f4d6f6746aa52ab00e445ee5fef89b74a172c_26f122acd58d9df5d2600a213ff0954707d56213,4,5,1,0
commons-lang,d7007403f3f1e107cd8dcbb622104c19a8eb5cad_26f122acd58d9df5d2600a213ff0954707d56213,2,1,1,0
commons-lang,65417daad583fff78085ac502ecf4648422219d5_a2447673d9ca590a3ed967e7a30b1f9cd18e78d1,2,19,19,2
commons-lang,65417daad583fff78085ac502ecf4648422219d5_d59d8e32a81609a413ca9ac1be1b8532f2e0eb88,3,25,7,3
commons-lang,65417daad583fff78085ac502ecf4648422219d5_9d315a56d209ab3f580b977d93386859328c047b,4,32,9,3
commons-lang,d59d8e32a81609a413ca9ac1be1b8532f2e0eb88_9d315a56d209ab3f580b977d93386859328c047b,2,11,9,1
commons-lang,d59d8e32a81609a413ca9ac1be1b8532f2e0eb88_9d5404d2f9acbb64d59c0e88df501d073a669c2a,3,15,4,1
commons-lang,d59d8e32a81609a413ca9ac1be1b8532f2e0eb88_205aa2fe3771713c106ebcad2c53898409d15f8c,4,16,2,2
commons-lang,9d5404d2f9acbb64d59c0e88df501d073a669c2a_205aa2fe3771713c106ebcad2c53898409d15f8c,2,3,2,0
commons-lang,9d5404d2f9acbb64d59c0e88df501d073a669c2a_f7d189e84370b96a5377e5fe4a6af5580bcc975a,3,4,2,1
commons-lang,9d5404d2f9acbb64d59c0e88df501d073a669c2a_53bdae04b48160ae9cf381366f50450404eccb1d,4,6,4,2
commons-lang,f7d189e84370b96a5377e5fe4a6af5580bcc975a_53bdae04b48160ae9cf381366f50450404eccb1d,2,4,4,1
commons-lang,f7d189e84370b96a5377e5fe4a6af5580bcc975a_5d2335ee31ffad5d74bc1f332e7485d3b5c0a029,3,8,5,2
commons-lang,f7d189e84370b96a5377e5fe4a6af5580bcc975a_12fcc396a29200c7a5f7e9062368fadf85326c0a,4,11,3,2
commons-lang,5d2335ee31ffad5d74bc1f332e7485d3b5c0a029_12fcc396a29200c7a5f7e9062368fadf85326c0a,2,5,3,0
commons-lang,5d2335ee31ffad5d74bc1f332e7485d3b5c0a029_54da651315973ee4f43c3044c75c2f3d17bd9beb,3,6,1,0
commons-lang,5d2335ee31ffad5d74bc1f332e7485d3b5c0a029_362fa778259f188a4bef82716478d9e288d3f303,4,8,2,0
commons-lang,54da651315973ee4f43c3044c75c2f3d17bd9beb_362fa778259f188a4bef82716478d9e288d3f303,2,3,2,0
commons-lang,54da651315973ee4f43c3044c75c2f3d17bd9beb_898184812f913c43a87a506cec0b8664661c4786,3,5,2,0
commons-lang,54da651315973ee4f43c3044c75c2f3d17bd9beb_63a7071fe2679035699e659e8057cb7b235e38fa,4,7,3,1
commons-lang,898184812f913c43a87a506cec0b8664661c4786_63a7071fe2679035699e659e8057cb7b235e38fa,2,4,3,0
commons-lang,898184812f913c43a87a506cec0b8664661c4786_634fe019e5743c24e31a58b29a55ee481b46acc6,3,6,2,0
commons-lang,898184812f913c43a87a506cec0b8664661c4786_7428cd36fb8047db3d55a29e8bb03d7346ab4ce2,4,7,2,1
commons-lang,634fe019e5743c24e31a58b29a55ee481b46acc6_7428cd36fb8047db3d55a29e8bb03d7346ab4ce2,2,2,2,1
commons-lang,634fe019e5743c24e31a58b29a55ee481b46acc6_e4d7febd085a07eee107f396210823382cfa1b9c,3,3,2,2
commons-lang,634fe019e5743c24e31a58b29a55ee481b46acc6_76df0849b3b84fd9271069f9180fcc8d1fe6cc0b,4,5,2,2
commons-lang,e4d7febd085a07eee107f396210823382cfa1b9c_76df0849b3b84fd9271069f9180fcc8d1fe6cc0b,2,2,2,0
commons-lang,e4d7febd085a07eee107f396210823382cfa1b9c_9e551160aae9d0affadd8f6b1ff66d409b454ea8,3,7,5,0
commons-lang,e4d7febd085a07eee107f396210823382cfa1b9c_0f7559de3148c259062da04b0f5456136514287e,4,10,3,0
commons-lang,9e551160aae9d0affadd8f6b1ff66d409b454ea8_0f7559de3148c259062da04b0f5456136514287e,2,5,3,0
commons-lang,9e551160aae9d0affadd8f6b1ff66d409b454ea8_2933dd2a0157ad910b24051fec5c809a13adc3fb,3,11,6,0
commons-lang,9e551160aae9d0affadd8f6b1ff66d409b454ea8_99b044d829c509130c03f77c61a4f7ef7318dde7,4,13,2,0
commons-lang,2933dd2a0157ad910b24051fec5c809a13adc3fb_99b044d829c509130c03f77c61a4f7ef7318dde7,2,4,2,0
commons-lang,2933dd2a0157ad910b24051fec5c809a13adc3fb_c408354cd532b129199812fb489b08773e32a654,3,11,7,0
commons-lang,2933dd2a0157ad910b24051fec5c809a13adc3fb_fe00a15a44eb7d8a3a960180c6edbb1b371db403,4,13,2,0
commons-lang,c408354cd532b129199812fb489b08773e32a654_fe00a15a44eb7d8a3a960180c6edbb1b371db403,2,8,2,0
commons-lang,c408354cd532b129199812fb489b08773e32a654_1e445075059558cc13f615b95ccbd2f4223670f1,3,10,2,0
commons-lang,c408354cd532b129199812fb489b08773e32a654_48372c695e45527d1cb779f441e4b0a84650dc89,4,13,3,0
commons-lang,1e445075059558cc13f615b95ccbd2f4223670f1_48372c695e45527d1cb779f441e4b0a84650dc89,2,4,3,0
commons-lang,1e445075059558cc13f615b95ccbd2f4223670f1_fe0da4938d993a28d35a0be08692098b5f3c98b7,3,6,2,0
commons-lang,1e445075059558cc13f615b95ccbd2f4223670f1_1ea081422c5550f98f9cb32f26d8765a57e77ce2,4,8,2,0
commons-lang,fe0da4938d993a28d35a0be08692098b5f3c98b7_1ea081422c5550f98f9cb32f26d8765a57e77ce2,2,3,2,0
commons-lang,fe0da4938d993a28d35a0be08692098b5f3c98b7_b2a360daf2034e2b78e493f355888e11aa86ff75,3,7,4,0
commons-lang,acbd3527d5876ed8ec75e4c13767ed64b1f0b145_fbd4347ca79fe9120a8bb2c8d9cc11af73243e8b,2,16,16,1
commons-lang,adf55c1968024ec032f4e766d82281f8833ce899_4d3629f310e84cc24c0e5f09d97f5126692d0128,2,4,2,0
commons-lang,adf55c1968024ec032f4e766d82281f8833ce899_bcc697f34c60e556dc8cbc82e88ef2e877cb3b5f,3,19,15,0
commons-lang,adf55c1968024ec032f4e766d82281f8833ce899_85839089a98c011db8b7c4bb89cb1fcce9f8e7e0,4,19,2,2
commons-lang,bcc697f34c60e556dc8cbc82e88ef2e877cb3b5f_85839089a98c011db8b7c4bb89cb1fcce9f8e7e0,2,2,2,2
commons-lang,bcc697f34c60e556dc8cbc82e88ef2e877cb3b5f_4b5a1b7f51d1409e88be9109d904601ff0e1c07c,3,3,2,2
commons-lang,bcc697f34c60e556dc8cbc82e88ef2e877cb3b5f_7b43ec58a7e0d12a33af862888ef254bbed6056c,4,17,14,2
commons-lang,4b5a1b7f51d1409e88be9109d904601ff0e1c07c_7b43ec58a7e0d12a33af862888ef254bbed6056c,2,15,14,0
commons-lang,4b5a1b7f51d1409e88be9109d904601ff0e1c07c_b6ab17f85bfe9d51b5bb715e7da55e47043492fd,3,18,3,0
commons-lang,4b5a1b7f51d1409e88be9109d904601ff0e1c07c_c72adf1b7592f302b8abefdb3b2f95782cc75aa2,4,21,5,2
commons-lang,b6ab17f85bfe9d51b5bb715e7da55e47043492fd_c72adf1b7592f302b8abefdb3b2f95782cc75aa2,2,5,5,2
commons-lang,b6ab17f85bfe9d51b5bb715e7da55e47043492fd_ce09f7c17642e670f44e5058260ef0f09b13829c,3,12,7,2
commons-lang,b6ab17f85bfe9d51b5bb715e7da55e47043492fd_0ab93567b46c852fd743123f68704ca7d79ecd8e,4,14,2,2
commons-lang,ce09f7c17642e670f44e5058260ef0f09b13829c_0ab93567b46c852fd743123f68704ca7d79ecd8e,2,3,2,0
commons-lang,ce09f7c17642e670f44e5058260ef0f09b13829c_a3cabe238c4fe7e5f2781bfad8ea92aeea5a5710,3,19,16,0
commons-lang,ce09f7c17642e670f44e5058260ef0f09b13829c_5fd2544ef381e8477a42441199e2cbed868702c3,4,51,33,1
commons-lang,a3cabe238c4fe7e5f2781bfad8ea92aeea5a5710_5fd2544ef381e8477a42441199e2cbed868702c3,2,45,33,0
commons-lang,a3cabe238c4fe7e5f2781bfad8ea92aeea5a5710_c9abbc65599b2260770282e6258fb03175a332a1,3,149,137,33
commons-lang,24c7f83b3fd4efc6d308930f3962db2a48d0eeff_b992390d973aa1148bfbeeec25e575b2e0b10a54,2,5,5,2
commons-lang,24c7f83b3fd4efc6d308930f3962db2a48d0eeff_375302bf46850d43d55f5993e6d7ece619d0d032,3,18,15,2
commons-lang,24c7f83b3fd4efc6d308930f3962db2a48d0eeff_c2ae0de2c942dd097f087054ed97d7b48155bb63,4,27,9,2
commons-lang,375302bf46850d43d55f5993e6d7ece619d0d032_c2ae0de2c942dd097f087054ed97d7b48155bb63,2,22,9,0
commons-lang,375302bf46850d43d55f5993e6d7ece619d0d032_1818fb39698aaa7202e423f68179376378091fe2,3,23,1,0
commons-lang,375302bf46850d43d55f5993e6d7ece619d0d032_8fb2b3848fa055c7c38cf2e4f875077c1f4eb75a,4,30,12,3
commons-lang,1818fb39698aaa7202e423f68179376378091fe2_8fb2b3848fa055c7c38cf2e4f875077c1f4eb75a,2,12,12,1
commons-lang,1818fb39698aaa7202e423f68179376378091fe2_5811e4c52f9990a0bd80c5c0643454de742e9b90,3,16,5,2
commons-lang,1818fb39698aaa7202e423f68179376378091fe2_699168d5407c874c0a4f836383e5ed7adede36f2,4,28,15,5
commons-lang,5811e4c52f9990a0bd80c5c0643454de742e9b90_699168d5407c874c0a4f836383e5ed7adede36f2,2,15,15,2
commons-lang,5811e4c52f9990a0bd80c5c0643454de742e9b90_d7d8b3d0b629331932cffe8fb7fde0644bbeee83,3,16,2,3
commons-lang,5811e4c52f9990a0bd80c5c0643454de742e9b90_43dc72a4dd9c59f52221f964ccdc9609b6e98583,4,17,1,3
commons-lang,d7d8b3d0b629331932cffe8fb7fde0644bbeee83_43dc72a4dd9c59f52221f964ccdc9609b6e98583,2,2,1,0
commons-lang,d7d8b3d0b629331932cffe8fb7fde0644bbeee83_c0a94e949eb618577bd21521851f0f330f1b2a22,3,4,2,0
commons-lang,d7d8b3d0b629331932cffe8fb7fde0644bbeee83_ee45c9828d9e8d17b6b50c02e91ba808794c3e67,4,4,1,1
commons-lang,c0a94e949eb618577bd21521851f0f330f1b2a22_ee45c9828d9e8d17b6b50c02e91ba808794c3e67,2,2,1,0
commons-lang,da479d635f66c1f82a1f858591cfb1b9941457ae_ebee3bf4348b95eac301489818239cc4596e58bd,2,178,178,0
commons-lang,da479d635f66c1f82a1f858591cfb1b9941457ae_6f2a58701a0c31249de368d4b93801f76a005a83,3,179,49,0
commons-lang,da479d635f66c1f82a1f858591cfb1b9941457ae_678eed1d6a537109bc808ae8414907cbf4daaffc,4,179,1,1
commons-lang,6f2a58701a0c31249de368d4b93801f76a005a83_678eed1d6a537109bc808ae8414907cbf4daaffc,2,3,1,0
commons-lang,6f2a58701a0c31249de368d4b93801f76a005a83_0049527c928fe39b5f30da1e257857fb552d59bf,3,4,1,0
commons-lang,6f2a58701a0c31249de368d4b93801f76a005a83_5e30f6a0d9852a1128a52f5cc9094ba77b909472,4,7,3,0
commons-lang,0049527c928fe39b5f30da1e257857fb552d59bf_5e30f6a0d9852a1128a52f5cc9094ba77b909472,2,4,3,0
commons-lang,0049527c928fe39b5f30da1e257857fb552d59bf_cb40e35f5e0990fad4c5278964fcc24e112dde8c,3,7,3,0
commons-lang,0049527c928fe39b5f30da1e257857fb552d59bf_f06d8a1958115eb8983629a6ac63e5d9deb350a3,4,12,8,3
commons-lang,cb40e35f5e0990fad4c5278964fcc24e112dde8c_f06d8a1958115eb8983629a6ac63e5d9deb350a3,2,9,8,1
commons-lang,cb40e35f5e0990fad4c5278964fcc24e112dde8c_a95e76eefb91bdd9cf1c22734874a3d3c95ed327,3,12,5,2
commons-lang,cb40e35f5e0990fad4c5278964fcc24e112dde8c_ee18ef7422549c243f9144486dc45f7e6510599a,4,14,2,2
commons-lang,a95e76eefb91bdd9cf1c22734874a3d3c95ed327_ee18ef7422549c243f9144486dc45f7e6510599a,2,4,2,0
commons-lang,a95e76eefb91bdd9cf1c22734874a3d3c95ed327_b5906d3f325ca3a1147d5fa68912975e2e6c347e,3,6,2,0
commons-lang,a95e76eefb91bdd9cf1c22734874a3d3c95ed327_ec0c4e5508dbd8af83253f7c50f8b728a1003388,4,72,70,4
commons-lang,b5906d3f325ca3a1147d5fa68912975e2e6c347e_ec0c4e5508dbd8af83253f7c50f8b728a1003388,2,70,70,1
commons-lang,b5906d3f325ca3a1147d5fa68912975e2e6c347e_1c89f91588619f9d72f124b000b08b19d0d63e15,3,72,5,4
commons-lang,da0612b348fcfa7679b92a5e9b8e1603e8e2da3a_e98fff0e3db77e77a3b71cfe37343d25e5d7f715,2,7,5,0
commons-lang,da0612b348fcfa7679b92a5e9b8e1603e8e2da3a_32692e7e60948092ab5365c99cd3f110a88c67ea,3,9,2,0
commons-lang,da0612b348fcfa7679b92a5e9b8e1603e8e2da3a_c7984036606ec2ce09e5b511259512b893bb84a3,4,9,1,1
commons-lang,32692e7e60948092ab5365c99cd3f110a88c67ea_c7984036606ec2ce09e5b511259512b893bb84a3,2,2,1,0
commons-lang,32692e7e60948092ab5365c99cd3f110a88c67ea_c711191ecad58bb2c4efb7346884f28bb4fe9575,3,2,2,2
commons-lang,32692e7e60948092ab5365c99cd3f110a88c67ea_ffaaa1f047e53cd155034c77cac9c25b39214fe9,4,2,2,2
commons-lang,c711191ecad58bb2c4efb7346884f28bb4fe9575_ffaaa1f047e53cd155034c77cac9c25b39214fe9,2,2,2,1
commons-lang,c711191ecad58bb2c4efb7346884f28bb4fe9575_25e6eb31f54573aac629281961464a484a09f210,3,2,1,1
commons-lang,c711191ecad58bb2c4efb7346884f28bb4fe9575_b090b3b10ee76b5c2b3fda7518bc45145d4166a2,4,8,6,1
commons-lang,25e6eb31f54573aac629281961464a484a09f210_b090b3b10ee76b5c2b3fda7518bc45145d4166a2,2,7,6,0
commons-lang,25e6eb31f54573aac629281961464a484a09f210_51b0768fc219e8b0d06ada3b4802a136a1322a21,3,8,2,0
commons-lang,25e6eb31f54573aac629281961464a484a09f210_48b1434bc6ac3e87813145299771bdb37de1a199,4,11,3,0
commons-lang,51b0768fc219e8b0d06ada3b4802a136a1322a21_48b1434bc6ac3e87813145299771bdb37de1a199,2,4,3,0
commons-lang,51b0768fc219e8b0d06ada3b4802a136a1322a21_ed55264981ec8b1d9177a4af40d5c4548b669096,3,7,4,1
commons-lang,51b0768fc219e8b0d06ada3b4802a136a1322a21_48bf241d4149919e0928e39616bee2e3783e2987,4,7,1,2
commons-lang,ed55264981ec8b1d9177a4af40d5c4548b669096_48bf241d4149919e0928e39616bee2e3783e2987,2,1,1,1
commons-lang,ed55264981ec8b1d9177a4af40d5c4548b669096_5afba6e0ddea6fe2380e7f3c7a8c0b02e7b9ab81,3,10,10,1
commons-lang,14c230a5341f5f5e30cce4b674ccb97c38bf409c_bda5ea6da7b79e4f8cd762ad4a17dcc0daad4790,2,14,14,1
commons-lang,bda5ea6da7b79e4f8cd762ad4a17dcc0daad4790_483f1916ee705a6ed6f512659e3a9d4a98f20942,2,14,13,0
commons-lang,bda5ea6da7b79e4f8cd762ad4a17dcc0daad4790_ffb05959800df23aab21dff8aa3bc873c3d1f422,3,15,3,2
commons-lang,bda5ea6da7b79e4f8cd762ad4a17dcc0daad4790_8f672df82ad9ec6e40ab5b029854d9e106340954,4,24,12,5
commons-lang,ffb05959800df23aab21dff8aa3bc873c3d1f422_8f672df82ad9ec6e40ab5b029854d9e106340954,2,14,12,0
commons-lang,ffb05959800df23aab21dff8aa3bc873c3d1f422_ef778a2e4eb1984807d1235c742638b17d833b93,3,14,1,1
commons-lang,bec66dcfe4167c3d25c79d6c258b9968a5b42123_6c096920908039250fa8adb7e7a59a1afe266c4a,2,2,1,1
commons-lang,bec66dcfe4167c3d25c79d6c258b9968a5b42123_52b037f41ddb428fa83f732b487a64ec1f513cd3,3,18,17,1
commons-lang,bec66dcfe4167c3d25c79d6c258b9968a5b42123_6b4dc2a14e17afe5e729e302561248a74bc5c003,4,20,19,17
commons-lang,52b037f41ddb428fa83f732b487a64ec1f513cd3_6b4dc2a14e17afe5e729e302561248a74bc5c003,2,19,19,5
commons-lang,6b4dc2a14e17afe5e729e302561248a74bc5c003_9a6fb2bb0d58bccb47e8e5148ea6172c40e2fa10,2,15,13,0
commons-lang,9a6fb2bb0d58bccb47e8e5148ea6172c40e2fa10_0feb432a06f019f230592e01f617318cfc6c2dc1,2,12,11,0
commons-lang,9a6fb2bb0d58bccb47e8e5148ea6172c40e2fa10_e2c648bf62356753dd6bba66666632e538474082,3,15,4,1
commons-lang,9a6fb2bb0d58bccb47e8e5148ea6172c40e2fa10_f48f054c75e9023fe7e4a1b115ca0e184b88f48c,4,19,4,1
commons-lang,e2c648bf62356753dd6bba66666632e538474082_f48f054c75e9023fe7e4a1b115ca0e184b88f48c,2,4,4,0
commons-lang,e2c648bf62356753dd6bba66666632e538474082_43cb6ff9333d3c80ba3af919a99eb12c8260c00a,3,6,3,1
commons-lang,e2c648bf62356753dd6bba66666632e538474082_0b9a6b147ddfe1a7466cd16c18fac44b974af476,4,6,1,1
commons-lang,43cb6ff9333d3c80ba3af919a99eb12c8260c00a_0b9a6b147ddfe1a7466cd16c18fac44b974af476,2,2,1,1
commons-lang,43cb6ff9333d3c80ba3af919a99eb12c8260c00a_cafb638e967478a4ad82c7922d0dff51ca46878b,3,12,10,1
commons-lang,cafb638e967478a4ad82c7922d0dff51ca46878b_0fd1024cc35bf9c985b111bdfabf96db36c33ad4,2,2,2,0
commons-lang,cafb638e967478a4ad82c7922d0dff51ca46878b_c94628397993d731e6019c94c964dad0bf5fe8d4,3,3,1,0
commons-lang,cafb638e967478a4ad82c7922d0dff51ca46878b_44dd6512055236a7c3a436d021731b805be8fd96,4,3,0,0
commons-lang,c94628397993d731e6019c94c964dad0bf5fe8d4_44dd6512055236a7c3a436d021731b805be8fd96,2,1,0,0
commons-lang,c94628397993d731e6019c94c964dad0bf5fe8d4_12e9a4f65f17580d4096548ff73683023f8e2a1a,3,1,1,1
commons-lang,c94628397993d731e6019c94c964dad0bf5fe8d4_e3a763adbb3fe1d3eb13f84d1b6ebd107ad71563,4,2,1,1
commons-lang,12e9a4f65f17580d4096548ff73683023f8e2a1a_e3a763adbb3fe1d3eb13f84d1b6ebd107ad71563,2,2,1,0
commons-lang,12e9a4f65f17580d4096548ff73683023f8e2a1a_2c670db7ac0a59b8bdaa3c0db5ef208a93a489de,3,2,1,1
commons-lang,9c8aecbe671bfcd7fd6816cb1fd8f2ae402b25a6_bf9164df69086feddb367326e59cf257c66a102f,2,1,0,0
commons-lang,45444d01c34f70402cf687af94e256a6c2d410dc_8da5fb28a764eee26c76a5018c293f224017887b,2,5,3,0
commons-lang,45444d01c34f70402cf687af94e256a6c2d410dc_b5854ee0a4487d1704efe8297784835b5aad036f,3,8,3,0
commons-lang,3e1afecc200d7e3be9537c95b7cf52a7c5031300_5b6cb229ecb42f51524f4447ac3255d963987aa2,2,4,2,0
commons-lang,5b6cb229ecb42f51524f4447ac3255d963987aa2_f5fb30817e2072958dc14a7ac2578125089df4e1,2,6,6,1
commons-lang,f5fb30817e2072958dc14a7ac2578125089df4e1_201a8e4afb4b8010b7df9b3a6d232cf9b2990da6,2,6,5,0
commons-lang,f5fb30817e2072958dc14a7ac2578125089df4e1_3c5412d59dc9bdb41ce282407c64eefd0bb15198,3,11,5,0
commons-lang,87e6a42200f24347990d05eb147d599738f9ca4b_5077070e7b5205d131eba796f5e485636968590a,2,5,0,0
commons-lang,87e6a42200f24347990d05eb147d599738f9ca4b_341507b653640f7b3ba7cf242fee5386099e7053,3,7,2,0
commons-lang,87e6a42200f24347990d05eb147d599738f9ca4b_8bc5a6471c913b8d5b41d21df029f1b2be0a651c,4,9,2,0
commons-lang,341507b653640f7b3ba7cf242fee5386099e7053_8bc5a6471c913b8d5b41d21df029f1b2be0a651c,2,3,2,0
commons-lang,341507b653640f7b3ba7cf242fee5386099e7053_2363845bd5953bbea3d8a047791fee63f7530dd3,3,3,0,0
commons-lang,341507b653640f7b3ba7cf242fee5386099e7053_81dff7abd0f999941359f9122003215bb99c0ee1,4,10,8,1
commons-lang,2363845bd5953bbea3d8a047791fee63f7530dd3_81dff7abd0f999941359f9122003215bb99c0ee1,2,8,8,0
commons-lang,2363845bd5953bbea3d8a047791fee63f7530dd3_88587b4dd8ea7a935ba0043d3b5ce58df1ced420,3,13,9,4
commons-lang,2363845bd5953bbea3d8a047791fee63f7530dd3_7255dfff52ac310ddb9bd51fcca54a4e946e339d,4,13,0,4
commons-lang,88587b4dd8ea7a935ba0043d3b5ce58df1ced420_7255dfff52ac310ddb9bd51fcca54a4e946e339d,2,0,0,0
commons-lang,88587b4dd8ea7a935ba0043d3b5ce58df1ced420_cd735836f67f7356299b97ba01dbed4048ee2324,3,0,0,0
commons-lang,88587b4dd8ea7a935ba0043d3b5ce58df1ced420_1a1ad3bb91bd696497e3441777a31080529f385e,4,17,17,0
commons-lang,cd735836f67f7356299b97ba01dbed4048ee2324_1a1ad3bb91bd696497e3441777a31080529f385e,2,17,17,0
commons-lang,cd735836f67f7356299b97ba01dbed4048ee2324_d7a73297cf90e9d7687316a88634d0b4eb3821cd,3,17,0,0
commons-lang,cd735836f67f7356299b97ba01dbed4048ee2324_e6ee54ca42e596e0fded08d93942857ee38bb191,4,18,1,0
commons-lang,d7a73297cf90e9d7687316a88634d0b4eb3821cd_e6ee54ca42e596e0fded08d93942857ee38bb191,2,1,1,0
commons-lang,d7a73297cf90e9d7687316a88634d0b4eb3821cd_1c96bd0cb89f41ed899756e5156b9b33a2c959b7,3,21,20,0
commons-lang,d7a73297cf90e9d7687316a88634d0b4eb3821cd_7c915333685392f7cfc913b2085471709e6d6227,4,21,0,0
commons-lang,1c96bd0cb89f41ed899756e5156b9b33a2c959b7_7c915333685392f7cfc913b2085471709e6d6227,2,0,0,0
commons-lang,65295d70c5c9bdf4b1a30951c5d44e3e3b9bf225_35ce7b849449d272039a8ed3fd5f633331395c7d,2,7,4,1
commons-lang,65295d70c5c9bdf4b1a30951c5d44e3e3b9bf225_e67792f82e7eaccb39007c0fa65f3217f24be10d,3,9,4,2
commons-lang,596d8a881fd1767ead36f00387f9b6ecd02c8660_75d5b74a1a7ef68c5169f4b44cdf972c1ab07ee0,2,5,4,0
commons-lang,75d5b74a1a7ef68c5169f4b44cdf972c1ab07ee0_fa16cc041a9c14dfcde202c8067def92628d9d20,2,10,8,0
